customer_id,company_size,subscription_plan,months_active,monthly_revenue,days_since_last_login,monthly_logins,features_used,support_tickets,satisfaction_score,payment_failures,churned
CUST_00402,Small,Basic,1,29,0,15,4,2,5.0,0,True
CUST_00403,Medium,Pro,6,99,6,2,2,0,2.8,0,False
CUST_00404,Large,Pro,1,99,0,9,7,2,4.6,0,False
CUST_00405,Small,Enterprise,1,299,4,10,1,2,4.6,0,False
CUST_00406,Medium,Enterprise,1,299,5,5,2,1,1.8,1,True
CUST_00407,Small,Basic,2,29,12,3,5,3,4.3,0,True
CUST_00408,Small,Basic,1,29,0,16,2,1,5.0,0,False
CUST_00409,Medium,Pro,2,99,0,3,3,1,4.9,0,False
CUST_00410,Large,Enterprise,9,299,1,7,3,1,2.3,0,False
CUST_00411,Large,Enterprise,1,299,10,1,3,3,3.9,0,True
CUST_00412,Small,Pro,1,99,8,11,1,0,4.8,1,True
CUST_00413,Medium,Enterprise,19,299,3,5,2,1,3.7,0,False
CUST_00414,Large,Pro,4,99,0,6,2,2,3.8,0,False
CUST_00415,Small,Basic,8,29,0,15,3,1,4.0,0,False
CUST_00416,Large,Basic,7,29,4,3,2,1,4.7,0,True
CUST_00417,Small,Enterprise,15,299,9,4,2,0,4.4,0,True
CUST_00418,Medium,Basic,4,29,6,19,2,1,4.6,1,True
CUST_00419,Large,Pro,4,99,3,3,8,1,5.0,0,False
CUST_00420,Small,Basic,2,29,12,6,3,1,4.6,0,True
CUST_00421,Medium,Basic,12,29,1,6,1,1,2.8,0,True
CUST_00422,Large,Basic,8,29,1,13,5,1,5.0,0,False
CUST_00423,Large,Basic,10,29,5,5,1,0,3.9,0,True
CUST_00424,Medium,Pro,1,99,0,9,2,0,4.1,0,False
CUST_00425,Medium,Basic,23,29,2,7,9,0,3.4,0,False
CUST_00426,Small,Enterprise,1,299,0,11,10,1,5.0,0,True
CUST_00427,Medium,Enterprise,8,299,8,8,2,0,4.0,0,True
CUST_00428,Small,Pro,1,99,10,22,1,0,4.0,0,False
CUST_00429,Large,Basic,4,29,7,8,1,1,3.8,1,False
CUST_00430,Small,Pro,3,99,7,6,1,1,4.7,1,True
CUST_00431,Small,Basic,9,29,7,8,1,2,5.0,0,False
CUST_00432,Small,Pro,14,99,2,6,10,2,3.7,0,False
CUST_00433,Large,Basic,1,29,3,10,1,2,3.1,0,False
CUST_00434,Small,Pro,1,99,2,4,5,1,2.1,1,False
CUST_00435,Small,Pro,3,99,11,7,2,0,4.7,0,True
CUST_00436,Medium,Pro,36,99,1,7,5,0,4.6,0,False
CUST_00437,Small,Pro,6,99,0,11,2,1,3.4,0,False
CUST_00438,Medium,Enterprise,6,299,3,10,1,0,4.4,0,True
CUST_00439,Small,Basic,5,29,2,5,3,1,3.5,0,False
CUST_00440,Small,Basic,28,29,0,5,1,0,5.0,0,False
CUST_00441,Medium,Enterprise,9,299,0,11,2,1,4.2,0,False
CUST_00442,Small,Basic,4,29,0,11,2,2,3.0,0,True
CUST_00443,Small,Pro,9,99,1,4,2,2,4.8,0,True
CUST_00444,Small,Pro,8,99,5,8,3,2,3.1,0,False
CUST_00445,Small,Basic,1,29,2,7,2,2,4.0,1,True
CUST_00446,Medium,Basic,21,29,0,15,10,0,5.0,1,False
CUST_00447,Medium,Pro,10,99,1,14,3,1,4.5,0,False
CUST_00448,Large,Basic,1,29,6,7,2,1,5.0,0,True
CUST_00449,Small,Basic,13,29,2,22,4,3,4.1,0,False
CUST_00450,Small,Basic,1,29,15,6,1,2,4.0,0,True
CUST_00451,Small,Basic,4,29,1,12,1,1,5.0,0,False
CUST_00452,Small,Basic,20,29,17,12,5,0,3.9,0,True
CUST_00453,Small,Basic,6,29,2,8,1,0,4.7,2,True
CUST_00454,Small,Basic,4,29,4,10,1,0,5.0,0,False
CUST_00455,Medium,Enterprise,2,299,3,5,1,1,3.7,0,False
CUST_00456,Large,Basic,3,29,9,12,2,2,2.7,1,True
CUST_00457,Small,Basic,1,29,14,4,6,3,5.0,0,True
CUST_00458,Medium,Basic,1,29,6,22,6,1,5.0,0,False
CUST_00459,Large,Basic,3,29,11,10,1,0,4.9,1,False
CUST_00460,Small,Basic,1,29,13,3,6,3,4.5,0,True
CUST_00461,Small,Basic,5,29,4,11,3,2,2.6,1,True
CUST_00462,Small,Basic,12,29,1,6,2,4,4.0,0,False
CUST_00463,Medium,Pro,5,99,1,10,5,0,4.6,0,True
CUST_00464,Large,Basic,14,29,2,5,6,0,4.1,0,False
CUST_00465,Medium,Pro,4,99,4,10,2,1,4.1,0,False
CUST_00466,Small,Basic,7,29,0,32,1,2,5.0,0,True
CUST_00467,Medium,Basic,3,29,5,1,7,0,4.2,1,True
CUST_00468,Medium,Pro,22,99,6,6,1,0,5.0,0,False
CUST_00469,Small,Basic,3,29,9,4,6,2,2.3,0,True
CUST_00470,Small,Basic,6,29,13,15,4,0,4.5,0,False
CUST_00471,Small,Basic,5,29,6,6,1,1,4.6,0,False
CUST_00472,Small,Basic,8,29,3,13,5,0,3.7,0,False
CUST_00473,Medium,Basic,18,29,1,13,2,1,3.6,0,True
CUST_00474,Small,Basic,3,29,0,12,1,3,5.0,0,True
CUST_00475,Small,Basic,13,29,1,9,6,1,4.5,0,False
CUST_00476,Small,Basic,3,29,3,6,1,2,4.7,0,True
CUST_00477,Medium,Basic,6,29,6,2,1,2,4.8,1,True
CUST_00478,Small,Basic,2,29,1,4,10,0,2.6,0,False
CUST_00479,Medium,Basic,2,29,13,4,2,0,5.0,0,False
CUST_00480,Medium,Basic,39,29,2,9,1,0,4.5,0,False
CUST_00481,Medium,Enterprise,2,299,1,6,2,2,3.7,0,False
CUST_00482,Medium,Basic,4,29,1,12,4,0,4.0,0,False
CUST_00483,Small,Pro,16,99,13,10,4,0,2.4,0,True
CUST_00484,Large,Basic,1,29,3,4,2,1,3.7,0,True
CUST_00485,Small,Basic,11,29,0,3,3,2,4.4,1,False
CUST_00486,Small,Basic,9,29,2,8,3,1,3.1,0,False
CUST_00487,Small,Enterprise,19,299,0,3,1,0,5.0,0,False
CUST_00488,Medium,Basic,19,29,15,2,1,0,4.3,0,False
CUST_00489,Medium,Basic,7,29,2,7,7,1,3.3,0,False
CUST_00490,Large,Enterprise,1,299,2,11,5,1,2.5,0,True
CUST_00491,Medium,Basic,1,29,1,6,3,1,5.0,0,True
CUST_00492,Small,Basic,19,29,4,11,2,1,3.9,0,False
CUST_00493,Medium,Basic,1,29,2,5,3,2,4.7,0,False
CUST_00494,Medium,Basic,6,29,7,6,2,1,3.8,1,True
CUST_00495,Medium,Pro,24,99,3,7,3,0,4.4,1,False
CUST_00496,Small,Basic,7,29,0,15,1,2,4.2,1,False
CUST_00497,Small,Basic,5,29,0,2,2,2,3.9,0,True
CUST_00498,Small,Basic,14,29,7,3,1,0,3.3,0,True
CUST_00499,Small,Basic,16,29,1,4,7,4,3.3,0,False
CUST_00500,Small,Basic,8,29,1,19,9,0,5.0,0,False
CUST_00501,Small,Pro,1,99,13,1,3,2,2.5,0,True
CUST_00502,Medium,Basic,18,29,12,8,5,0,3.6,0,True
CUST_00503,Small,Basic,4,29,4,8,1,1,4.0,0,True
CUST_00504,Medium,Basic,5,29,5,2,6,2,5.0,1,True
CUST_00505,Large,Basic,1,29,15,2,2,0,3.9,1,True
CUST_00506,Large,Basic,1,29,3,8,2,0,5.0,0,True
CUST_00507,Small,Basic,3,29,14,8,10,1,3.5,1,False
CUST_00508,Small,Enterprise,1,299,7,9,3,0,5.0,0,True
CUST_00509,Large,Pro,2,99,8,4,1,1,3.6,0,True
CUST_00510,Medium,Basic,15,29,3,4,1,1,3.9,1,True
CUST_00511,Medium,Basic,4,29,7,4,1,1,5.0,0,True
CUST_00512,Small,Pro,6,99,0,7,4,0,3.4,0,False
CUST_00513,Small,Basic,2,29,3,2,7,3,5.0,0,True
CUST_00514,Large,Enterprise,15,299,0,7,5,0,2.0,0,False
CUST_00515,Large,Pro,4,99,8,11,3,0,3.0,0,False
CUST_00516,Small,Pro,15,99,12,10,2,0,2.4,0,True
CUST_00517,Small,Pro,1,99,1,6,1,2,3.8,0,False
CUST_00518,Small,Basic,11,29,4,5,3,0,5.0,0,False
CUST_00519,Medium,Pro,1,99,0,9,3,1,2.8,0,True
CUST_00520,Large,Basic,19,29,8,13,1,1,3.4,1,True
CUST_00521,Small,Enterprise,2,299,3,7,2,0,4.2,0,True
CUST_00522,Medium,Basic,15,29,14,1,4,0,4.5,1,True
CUST_00523,Small,Basic,2,29,3,23,4,0,4.1,0,False
CUST_00524,Small,Pro,33,99,14,9,2,2,3.9,0,True
CUST_00525,Large,Pro,8,99,0,1,1,0,4.7,0,True
CUST_00526,Large,Basic,9,29,1,5,1,2,4.3,0,True
CUST_00527,Medium,Basic,4,29,2,11,4,1,2.8,1,True
CUST_00528,Small,Basic,1,29,6,11,1,1,3.7,0,False
CUST_00529,Small,Basic,1,29,1,5,2,0,4.2,0,False
CUST_00530,Small,Basic,8,29,2,10,10,0,1.6,0,False
CUST_00531,Large,Enterprise,7,299,2,16,2,1,2.3,0,True
CUST_00532,Medium,Pro,7,99,2,8,7,1,3.8,0,False
CUST_00533,Small,Basic,4,29,5,14,3,0,4.5,0,False
CUST_00534,Medium,Pro,1,99,0,6,4,1,4.2,1,True
CUST_00535,Medium,Enterprise,14,299,27,3,4,0,3.1,0,False
CUST_00536,Small,Basic,5,29,4,4,8,1,3.7,0,True
CUST_00537,Medium,Pro,9,99,7,7,1,0,2.5,0,False
CUST_00538,Small,Basic,12,29,1,10,6,1,3.2,0,False
CUST_00539,Medium,Pro,10,99,5,23,3,1,5.0,1,True
CUST_00540,Medium,Basic,10,29,0,9,1,2,5.0,0,False
CUST_00541,Medium,Basic,1,29,9,10,6,2,2.8,0,True
CUST_00542,Medium,Basic,1,29,1,2,2,2,4.2,0,True
CUST_00543,Medium,Pro,17,99,2,14,3,0,5.0,1,True
CUST_00544,Small,Pro,1,99,0,1,2,0,4.2,0,True
CUST_00545,Medium,Basic,1,29,0,21,5,1,4.8,0,True
CUST_00546,Medium,Pro,5,99,2,13,1,0,4.3,1,True
CUST_00547,Medium,Pro,26,99,0,17,3,1,4.7,0,False
CUST_00548,Small,Basic,14,29,0,6,4,1,2.9,0,False
CUST_00549,Medium,Pro,3,99,0,16,9,1,4.3,0,False
CUST_00550,Small,Basic,24,29,1,7,5,1,4.4,0,False
CUST_00551,Small,Enterprise,6,299,3,9,3,0,3.3,0,False
CUST_00552,Medium,Basic,10,29,1,25,1,0,3.0,0,True
CUST_00553,Small,Basic,11,29,1,10,3,0,4.1,0,False
CUST_00554,Medium,Pro,2,99,2,9,2,0,2.8,0,True
CUST_00555,Medium,Pro,5,99,3,3,3,1,4.7,0,False
CUST_00556,Small,Basic,8,29,6,5,1,0,4.7,0,True
CUST_00557,Small,Basic,1,29,2,10,3,1,2.7,0,True
CUST_00558,Large,Enterprise,3,299,4,2,2,1,2.7,0,True
CUST_00559,Medium,Basic,16,29,4,4,3,2,5.0,0,True
CUST_00560,Small,Basic,4,29,1,3,6,0,5.0,0,True
CUST_00561,Medium,Basic,1,29,3,21,2,0,4.6,0,True
CUST_00562,Medium,Pro,4,99,3,10,5,2,4.8,0,False
CUST_00563,Small,Pro,4,99,3,5,6,0,1.6,0,False
CUST_00564,Small,Basic,4,29,5,4,5,0,3.4,1,True
CUST_00565,Small,Basic,1,29,3,10,2,2,1.8,0,True
CUST_00566,Medium,Pro,21,99,1,5,3,2,3.2,0,False
CUST_00567,Small,Basic,1,29,2,6,1,3,4.1,0,False
CUST_00568,Small,Basic,12,29,7,17,2,0,3.1,0,True
CUST_00569,Small,Basic,19,29,0,3,1,1,4.3,0,True
CUST_00570,Medium,Basic,14,29,2,3,5,1,5.0,0,False
CUST_00571,Medium,Basic,2,29,2,7,3,0,2.5,0,True
CUST_00572,Small,Pro,1,99,1,6,6,0,3.1,0,True
CUST_00573,Large,Basic,1,29,0,7,6,0,4.6,0,False
CUST_00574,Medium,Pro,2,99,14,7,2,1,5.0,0,False
CUST_00575,Small,Pro,7,99,2,5,1,0,3.6,0,False
CUST_00576,Large,Pro,1,99,10,7,7,2,3.7,0,False
CUST_00577,Large,Basic,1,29,8,3,3,2,2.6,1,True
CUST_00578,Small,Pro,2,99,0,1,4,1,4.7,0,False
CUST_00579,Small,Pro,1,99,2,5,1,2,4.3,1,True
CUST_00580,Large,Basic,2,29,3,11,1,2,3.4,0,True
CUST_00581,Small,Pro,4,99,1,7,8,0,4.8,0,True
CUST_00582,Small,Basic,1,29,27,4,2,1,3.4,1,True
CUST_00583,Small,Basic,3,29,5,11,1,2,2.8,0,True
CUST_00584,Small,Basic,1,29,7,12,1,1,5.0,0,False
CUST_00585,Large,Basic,1,29,11,11,1,1,3.8,0,True
CUST_00586,Small,Basic,9,29,7,2,4,0,3.2,0,True
CUST_00587,Medium,Basic,7,29,12,3,10,3,4.6,0,False
CUST_00588,Small,Pro,3,99,4,5,1,1,3.7,0,False
CUST_00589,Small,Basic,1,29,2,13,1,0,4.0,1,True
CUST_00590,Small,Pro,14,99,4,4,1,0,4.8,0,True
CUST_00591,Small,Basic,4,29,3,2,2,1,4.4,1,True
CUST_00592,Medium,Basic,4,29,0,11,3,2,5.0,0,False
CUST_00593,Large,Basic,4,29,7,9,7,3,5.0,1,False
CUST_00594,Medium,Basic,3,29,1,5,2,1,4.2,0,False
CUST_00595,Medium,Pro,1,99,0,1,1,1,4.4,0,True
CUST_00596,Small,Pro,15,99,1,2,1,0,4.2,1,True
CUST_00597,Medium,Basic,4,29,9,7,5,1,4.1,0,False
CUST_00598,Large,Basic,4,29,0,2,4,0,5.0,0,True
CUST_00599,Small,Basic,1,29,1,4,2,0,3.7,0,True
CUST_00600,Small,Basic,1,29,5,2,4,1,3.1,0,False
CUST_00601,Small,Pro,4,99,14,9,1,0,4.8,1,True
CUST_00602,Medium,Basic,1,29,1,5,1,1,3.8,0,False
CUST_00603,Large,Basic,2,29,13,8,4,1,4.5,0,True
CUST_00604,Large,Basic,30,29,25,5,2,0,3.1,0,False
CUST_00605,Small,Pro,1,99,4,6,4,2,3.9,1,True
CUST_00606,Small,Basic,6,29,0,12,5,1,5.0,0,False
CUST_00607,Medium,Basic,1,29,10,14,3,2,5.0,0,True
CUST_00608,Small,Enterprise,1,299,5,8,9,3,3.1,1,False
CUST_00609,Small,Basic,20,29,11,2,2,0,4.7,0,True
CUST_00610,Small,Basic,1,29,1,6,2,2,4.4,0,False
CUST_00611,Medium,Basic,4,29,11,9,9,1,5.0,1,True
CUST_00612,Small,Pro,2,99,5,5,5,0,3.8,0,False
CUST_00613,Large,Basic,1,29,0,15,3,0,3.6,0,False
CUST_00614,Small,Basic,4,29,1,11,2,2,5.0,0,True
CUST_00615,Medium,Basic,4,29,0,4,5,0,2.2,0,True
CUST_00616,Small,Basic,16,29,2,15,3,2,3.5,0,False
CUST_00617,Large,Basic,5,29,1,7,2,1,4.4,0,False
CUST_00618,Small,Basic,2,29,1,3,1,1,4.8,1,True
CUST_00619,Medium,Enterprise,14,299,1,4,1,1,4.9,0,False
CUST_00620,Small,Pro,14,99,3,11,3,1,5.0,0,False
CUST_00621,Medium,Basic,1,29,2,4,2,1,4.0,0,True
CUST_00622,Medium,Basic,4,29,2,9,6,0,5.0,0,False
CUST_00623,Medium,Basic,2,29,0,4,1,0,4.3,1,False
CUST_00624,Medium,Basic,4,29,0,22,4,1,2.3,1,True
CUST_00625,Small,Basic,15,29,1,12,10,1,4.7,0,False
CUST_00626,Medium,Basic,4,29,0,9,3,0,2.9,0,False
CUST_00627,Medium,Pro,4,99,7,6,1,2,5.0,0,True
CUST_00628,Large,Basic,1,29,10,1,1,0,5.0,0,True
CUST_00629,Medium,Basic,22,29,0,8,7,1,4.2,0,False
CUST_00630,Medium,Basic,1,29,12,5,3,0,5.0,0,False
CUST_00631,Large,Pro,1,99,5,15,10,1,4.9,0,True
CUST_00632,Large,Basic,1,29,2,3,2,0,5.0,0,True
CUST_00633,Medium,Basic,1,29,1,5,3,0,4.4,0,False
CUST_00634,Small,Enterprise,3,299,12,11,5,2,4.4,0,True
CUST_00635,Small,Basic,14,29,2,9,2,1,4.0,0,False
CUST_00636,Small,Basic,31,29,2,5,2,1,3.8,0,False
CUST_00637,Small,Pro,21,99,1,13,4,1,2.5,0,True
CUST_00638,Small,Pro,15,99,4,5,5,0,5.0,0,False
CUST_00639,Medium,Basic,1,29,4,11,3,0,3.2,0,False
CUST_00640,Small,Pro,8,99,5,6,3,3,3.4,0,False
CUST_00641,Medium,Basic,30,29,0,3,3,1,4.9,0,False
CUST_00642,Medium,Basic,6,29,1,5,2,0,4.1,0,False
CUST_00643,Small,Basic,5,29,2,6,1,0,3.1,1,False
CUST_00644,Small,Pro,10,99,1,6,1,1,5.0,1,False
CUST_00645,Medium,Basic,3,29,4,6,4,3,1.0,0,False
CUST_00646,Small,Basic,17,29,6,10,4,2,3.6,0,False
CUST_00647,Small,Basic,4,29,19,1,1,1,5.0,0,False
CUST_00648,Small,Basic,22,29,2,16,4,0,3.2,0,False
CUST_00649,Medium,Enterprise,6,299,3,6,2,4,2.0,0,False
CUST_00650,Small,Enterprise,4,299,4,8,3,1,4.3,0,False
CUST_00651,Small,Pro,4,99,1,17,10,0,4.1,0,False
CUST_00652,Medium,Basic,5,29,0,3,3,2,4.2,0,True
CUST_00653,Large,Pro,15,99,0,12,1,0,3.1,0,True
CUST_00654,Small,Basic,12,29,4,7,3,2,4.7,1,False
CUST_00655,Small,Enterprise,1,299,3,20,4,1,5.0,0,True
CUST_00656,Small,Basic,19,29,9,13,2,1,4.7,0,True
CUST_00657,Large,Basic,10,29,2,22,3,2,4.0,0,False
CUST_00658,Small,Basic,8,29,1,13,1,0,5.0,0,True
CUST_00659,Small,Basic,9,29,5,3,1,0,5.0,0,False
CUST_00660,Small,Basic,6,29,0,9,5,0,3.9,1,False
CUST_00661,Medium,Basic,2,29,3,20,2,2,3.5,0,True
CUST_00662,Medium,Basic,3,29,1,16,1,0,3.5,0,False
CUST_00663,Small,Pro,7,99,2,15,1,2,2.9,0,True
CUST_00664,Small,Pro,29,99,1,22,2,1,4.4,1,True
CUST_00665,Large,Basic,1,29,7,13,3,2,3.8,0,True
CUST_00666,Medium,Basic,13,29,7,17,4,1,4.8,0,False
CUST_00667,Small,Basic,2,29,4,3,6,0,4.1,0,True
CUST_00668,Large,Enterprise,2,299,6,7,2,1,2.2,0,True
CUST_00669,Small,Basic,1,29,3,10,7,1,4.8,0,True
CUST_00670,Medium,Basic,20,29,3,2,8,0,3.8,1,True
CUST_00671,Medium,Basic,2,29,1,15,1,0,4.5,0,True
CUST_00672,Small,Enterprise,10,299,1,5,1,0,3.6,0,False
CUST_00673,Medium,Basic,9,29,0,11,8,3,3.9,0,False
CUST_00674,Large,Basic,20,29,8,5,2,3,3.7,0,True
CUST_00675,Small,Basic,8,29,3,4,4,2,3.9,1,True
CUST_00676,Small,Pro,2,99,0,19,10,1,5.0,0,False
CUST_00677,Small,Pro,22,99,5,6,6,2,3.9,1,False
CUST_00678,Small,Basic,8,29,7,8,2,0,2.0,0,True
CUST_00679,Small,Basic,24,29,0,6,5,1,5.0,0,False
CUST_00680,Medium,Pro,1,99,5,1,5,2,3.1,0,True
CUST_00681,Small,Basic,10,29,6,6,1,0,3.1,0,False
CUST_00682,Medium,Basic,4,29,2,8,8,1,4.0,0,False
CUST_00683,Small,Basic,11,29,0,1,7,1,4.7,0,False
CUST_00684,Small,Enterprise,1,299,20,10,5,0,3.2,0,False
CUST_00685,Small,Basic,7,29,10,7,1,0,3.6,0,True
CUST_00686,Small,Enterprise,1,299,2,7,2,0,5.0,0,False
CUST_00687,Medium,Basic,2,29,0,3,3,1,2.5,0,False
CUST_00688,Medium,Basic,2,29,0,14,1,2,3.1,0,True
CUST_00689,Medium,Enterprise,1,299,3,18,2,2,4.0,0,True
CUST_00690,Small,Pro,27,99,2,14,2,0,4.2,0,False
CUST_00691,Small,Pro,12,99,2,19,3,1,4.0,1,True
CUST_00692,Small,Basic,1,29,1,10,1,2,3.4,0,True
CUST_00693,Medium,Basic,12,29,6,5,6,0,2.6,1,True
CUST_00694,Medium,Pro,2,99,0,7,4,1,3.1,1,True
CUST_00695,Large,Basic,28,29,14,4,5,1,2.8,0,True
CUST_00696,Small,Basic,12,29,3,8,3,0,5.0,1,False
CUST_00697,Small,Basic,5,29,0,4,2,1,4.0,1,True
CUST_00698,Large,Pro,1,99,0,11,10,2,4.8,1,True
CUST_00699,Small,Basic,3,29,5,4,1,2,4.6,0,True
CUST_00700,Small,Pro,1,99,27,6,4,2,3.4,0,False
CUST_00701,Small,Basic,5,29,5,9,3,1,3.4,0,False
CUST_00702,Small,Pro,5,99,13,11,6,0,4.1,0,True
CUST_00703,Medium,Basic,1,29,2,1,1,0,5.0,1,True
CUST_00704,Large,Pro,1,99,1,5,3,1,5.0,1,True
CUST_00705,Small,Basic,6,29,12,15,5,1,3.7,1,True
CUST_00706,Small,Basic,2,29,10,18,8,3,3.3,0,False
CUST_00707,Large,Pro,22,99,0,6,1,0,5.0,0,False
CUST_00708,Small,Basic,8,29,2,5,2,2,5.0,0,False
CUST_00709,Small,Basic,10,29,0,21,3,3,3.3,0,False
CUST_00710,Small,Enterprise,16,299,4,3,1,1,5.0,0,False
CUST_00711,Large,Enterprise,4,299,1,7,1,2,3.5,0,False
CUST_00712,Medium,Pro,10,99,13,8,1,0,3.7,0,True
CUST_00713,Large,Basic,10,29,0,5,4,0,4.8,2,False
CUST_00714,Small,Pro,2,99,4,6,2,1,4.9,0,True
CUST_00715,Small,Basic,11,29,3,7,1,2,4.4,0,False
CUST_00716,Large,Pro,8,99,1,6,8,1,5.0,0,False
CUST_00717,Small,Pro,2,99,1,6,1,1,3.1,0,False
CUST_00718,Medium,Enterprise,3,299,6,12,3,0,2.3,0,True
CUST_00719,Medium,Basic,1,29,0,9,1,0,4.5,0,True
CUST_00720,Medium,Basic,15,29,4,6,1,0,5.0,0,False
CUST_00721,Medium,Basic,1,29,3,7,5,2,4.9,0,True
CUST_00722,Small,Pro,4,99,1,6,10,1,5.0,0,False
CUST_00723,Small,Basic,4,29,3,8,1,0,3.6,0,False
CUST_00724,Medium,Basic,3,29,2,17,7,0,4.0,0,False
CUST_00725,Small,Basic,17,29,1,8,4,0,2.7,0,True
CUST_00726,Small,Basic,12,29,0,8,3,0,4.1,0,False
CUST_00727,Medium,Pro,3,99,3,9,1,0,4.0,0,False
CUST_00728,Small,Basic,5,29,2,6,8,1,3.9,1,False
CUST_00729,Small,Basic,3,29,1,11,2,2,5.0,0,False
CUST_00730,Medium,Basic,5,29,2,15,1,1,3.1,1,True
CUST_00731,Medium,Basic,4,29,2,11,2,0,3.1,0,True
CUST_00732,Medium,Basic,3,29,5,7,2,2,3.9,1,False
CUST_00733,Large,Basic,19,29,1,9,10,1,2.4,1,True
CUST_00734,Small,Basic,2,29,3,9,5,1,5.0,0,True
CUST_00735,Small,Basic,15,29,0,3,3,1,4.0,0,False
CUST_00736,Medium,Basic,13,29,2,12,2,5,5.0,0,False
CUST_00737,Small,Pro,7,99,2,8,1,3,4.0,0,False
CUST_00738,Large,Basic,1,29,18,8,6,0,4.0,0,True
CUST_00739,Small,Basic,2,29,0,19,5,0,2.4,0,False
CUST_00740,Small,Basic,22,29,8,5,3,0,5.0,0,False
CUST_00741,Medium,Basic,14,29,0,3,2,0,5.0,0,True
CUST_00742,Small,Basic,9,29,7,13,1,2,2.4,0,True
CUST_00743,Medium,Basic,5,29,18,6,2,0,2.9,0,True
CUST_00744,Medium,Pro,13,99,0,5,10,1,4.8,0,False
CUST_00745,Small,Pro,1,99,13,3,1,0,3.2,0,True
CUST_00746,Small,Basic,7,29,1,14,1,1,3.4,0,True
CUST_00747,Small,Pro,5,99,4,6,6,2,5.0,0,False
CUST_00748,Medium,Basic,17,29,0,12,5,1,3.4,0,False
CUST_00749,Small,Pro,10,99,7,6,4,0,3.9,0,False
CUST_00750,Small,Basic,7,29,6,4,3,1,4.8,0,False
CUST_00751,Medium,Pro,14,99,1,10,3,2,3.8,0,False
CUST_00752,Small,Pro,12,99,0,11,7,2,3.2,0,False
CUST_00753,Small,Pro,19,99,2,9,6,2,4.4,0,False
CUST_00754,Small,Basic,21,29,10,7,2,3,4.1,0,False
CUST_00755,Medium,Pro,1,99,2,15,3,1,4.6,0,False
CUST_00756,Small,Enterprise,1,299,0,9,7,1,5.0,0,True
CUST_00757,Large,Basic,7,29,0,2,5,1,3.0,0,True
CUST_00758,Small,Pro,16,99,4,5,1,0,3.6,0,False
CUST_00759,Small,Pro,2,99,6,19,3,1,4.2,0,True
CUST_00760,Small,Basic,32,29,0,20,7,0,2.2,1,False
CUST_00761,Small,Basic,1,29,0,10,1,2,4.7,0,True
CUST_00762,Small,Pro,3,99,9,11,8,2,3.5,0,True
CUST_00763,Medium,Basic,6,29,10,6,2,1,4.0,0,True
CUST_00764,Medium,Basic,11,29,2,7,3,0,4.5,0,False
CUST_00765,Small,Basic,5,29,5,15,2,0,3.4,0,False
CUST_00766,Small,Enterprise,5,299,12,14,6,0,3.1,0,False
CUST_00767,Medium,Basic,1,29,2,16,7,0,3.3,1,False
CUST_00768,Large,Basic,2,29,2,10,8,0,4.5,0,False
CUST_00769,Medium,Basic,4,29,3,12,3,3,5.0,0,False
CUST_00770,Small,Basic,27,29,4,9,5,2,4.9,1,False
CUST_00771,Small,Pro,12,99,1,9,1,2,4.4,0,False
CUST_00772,Small,Enterprise,1,299,7,1,4,1,3.7,0,False
CUST_00773,Small,Enterprise,3,299,0,11,4,0,5.0,0,False
CUST_00774,Small,Pro,1,99,8,15,1,0,3.6,0,True
CUST_00775,Medium,Pro,7,99,2,4,7,0,3.7,0,True
CUST_00776,Large,Pro,1,99,0,27,3,1,4.5,0,False
CUST_00777,Large,Pro,3,99,1,5,1,0,3.7,0,True
CUST_00778,Medium,Pro,2,99,1,16,1,0,3.3,0,False
CUST_00779,Large,Basic,9,29,4,11,4,0,2.0,1,True
CUST_00780,Medium,Pro,1,99,2,15,6,1,5.0,0,False
CUST_00781,Small,Basic,1,29,0,11,4,2,4.8,1,False
CUST_00782,Medium,Basic,6,29,3,9,1,3,4.2,0,False
CUST_00783,Small,Pro,20,99,5,10,3,2,2.9,0,False
CUST_00784,Small,Basic,1,29,2,9,1,2,4.6,1,True
CUST_00785,Medium,Basic,3,29,2,9,1,0,4.6,0,False
CUST_00786,Medium,Basic,15,29,8,8,3,0,1.9,1,True
CUST_00787,Small,Basic,4,29,1,9,2,1,3.2,1,True
CUST_00788,Medium,Enterprise,12,299,0,17,1,3,3.7,1,True
CUST_00789,Medium,Basic,12,29,3,13,1,0,5.0,1,True
CUST_00790,Medium,Basic,10,29,1,2,5,2,4.5,0,True
CUST_00791,Medium,Basic,1,29,1,9,5,1,3.6,0,False
CUST_00792,Large,Basic,7,29,2,22,2,0,4.9,0,False
CUST_00793,Small,Basic,14,29,7,10,1,1,4.5,1,False
CUST_00794,Medium,Pro,30,99,5,12,4,3,4.3,0,False
CUST_00795,Medium,Pro,1,99,1,4,4,0,4.7,0,True
CUST_00796,Medium,Pro,18,99,12,7,1,1,3.7,1,True
CUST_00797,Medium,Basic,4,29,0,17,2,1,5.0,0,True
CUST_00798,Medium,Basic,5,29,3,6,1,1,3.7,0,True
CUST_00799,Medium,Basic,3,29,2,8,7,1,4.8,0,False
CUST_00800,Small,Pro,4,99,6,6,1,0,4.6,0,True
CUST_00801,Medium,Basic,1,29,1,12,1,0,3.3,0,True
CUST_00802,Small,Basic,10,29,0,1,1,0,3.9,0,True
CUST_00803,Medium,Basic,1,29,0,6,3,3,3.0,0,False
CUST_00804,Medium,Basic,2,29,0,5,1,0,3.8,1,True
